YearStart,YearEnd,LocationAbbr,LocationDesc,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2022,2022,GA,Georgia,Percent of adults aged 18 years and older who have obesity,25.9,21.2,31.2,455.0,18 - 24,,,,,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q036,13,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,HI,Hawaii,Percent of adults aged 18 years and older who have obesity,21.8,17.1,27.3,445.0,18 - 24,,,,,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q036,15,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,ID,Idaho,Percent of adults aged 18 years and older who have obesity,25.0,20.2,30.4,431.0,18 - 24,,,,,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,16,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,IL,Illinois,Percent of adults aged 18 years and older who have obesity,19.9,15.0,25.9,313.0,18 - 24,,,,,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,17,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,IN,Indiana,Percent of adults aged 18 years and older who have obesity,25.3,21.2,29.8,515.0,18 - 24,,,,,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q036,18,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,IA,Iowa,Percent of adults aged 18 years and older who have obesity,23.5,19.7,27.8,670.0,18 - 24,,,,,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q036,19,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,KS,Kansas,Percent of adults aged 18 years and older who have obesity,24.5,20.8,28.7,655.0,18 - 24,,,,,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q036,20,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,KY,Kentucky,Percent of adults aged 18 years and older who have obesity,24.1,18.6,30.6,261.0,18 - 24,,,,,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,21,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,LA,Louisiana,Percent of adults aged 18 years and older who have obesity,23.3,17.9,29.7,278.0,18 - 24,,,,,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q036,22,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,ME,Maine,Percent of adults aged 18 years and older who have obesity,23.4,18.6,29.1,386.0,18 - 24,,,,,"(45.254228894000505, -68.98503133599962)",OWS,OWS1,Q036,23,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,MD,Maryland,Percent of adults aged 18 years and older who have obesity,22.3,18.1,27.1,653.0,18 - 24,,,,,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,24,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,MA,Massachusetts,Percent of adults aged 18 years and older who have obesity,14.0,11.2,17.4,833.0,18 - 24,,,,,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q036,25,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,MI,Michigan,Percent of adults aged 18 years and older who have obesity,19.7,15.9,24.1,477.0,18 - 24,,,,,"(44.6613195430005, -84.71439026999968)",OWS,OWS1,Q036,26,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,19.6,16.7,22.9,1006.0,18 - 24,,,,,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,27,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,26.3,21.1,32.2,401.0,18 - 24,,,,,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q036,28,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,MO,Missouri,Percent of adults aged 18 years and older who have obesity,22.1,18.0,26.9,527.0,18 - 24,,,,,"(38.635790776000476, -92.56630005299968)",OWS,OWS1,Q036,29,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,MT,Montana,Percent of adults aged 18 years and older who have obesity,18.3,14.4,23.0,423.0,18 - 24,,,,,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q036,30,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,US,National,Percent of adults aged 18 years and older who have obesity,20.5,19.6,21.4,23310.0,18 - 24,,,,,,OWS,OWS1,Q036,59,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,NE,Nebraska,Percent of adults aged 18 years and older who have obesity,23.0,18.6,28.2,426.0,18 - 24,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,31,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,NV,Nevada,Percent of adults aged 18 years and older who have obesity,27.0,19.6,35.9,171.0,18 - 24,,,,,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q036,32,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,NH,New Hampshire,Percent of adults aged 18 years and older who have obesity,15.8,10.2,23.6,153.0,18 - 24,,,,,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,33,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,NJ,New Jersey,Percent of adults aged 18 years and older who have obesity,14.5,11.0,18.9,459.0,18 - 24,,,,,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q036,34,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,NM,New Mexico,Percent of adults aged 18 years and older who have obesity,21.4,15.7,28.3,234.0,18 - 24,,,,,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q036,35,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,NY,New York,Percent of adults aged 18 years and older who have obesity,20.1,17.1,23.4,1080.0,18 - 24,,,,,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q036,36,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,NC,North Carolina,Percent of adults aged 18 years and older who have obesity,21.1,15.7,27.8,317.0,18 - 24,,,,,"(35.466220975000454, -79.15925046299964)",OWS,OWS1,Q036,37,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,ND,North Dakota,Percent of adults aged 18 years and older who have obesity,23.1,18.1,28.9,279.0,18 - 24,,,,,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q036,38,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,OH,Ohio,Percent of adults aged 18 years and older who have obesity,26.6,22.9,30.8,806.0,18 - 24,,,,,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q036,39,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,OK,Oklahoma,Percent of adults aged 18 years and older who have obesity,29.7,24.4,35.6,335.0,18 - 24,,,,,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q036,40,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,OR,Oregon,Percent of adults aged 18 years and older who have obesity,17.8,13.3,23.4,337.0,18 - 24,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,41,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,PA,Pennsylvania,Percent of adults aged 18 years and older who have obesity,16.0,12.3,20.4,397.0,18 - 24,,,,,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q036,42,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,RI,Rhode Island,Percent of adults aged 18 years and older who have obesity,24.5,18.2,32.1,225.0,18 - 24,,,,,"(41.70828019300046, -71.52247031399963)",OWS,OWS1,Q036,44,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,SC,South Carolina,Percent of adults aged 18 years and older who have obesity,21.8,17.2,27.3,363.0,18 - 24,,,,,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q036,45,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,SD,South Dakota,Percent of adults aged 18 years and older who have obesity,19.3,13.0,27.8,422.0,18 - 24,,,,,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q036,46,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,TN,Tennessee,Percent of adults aged 18 years and older who have obesity,24.0,18.7,30.1,318.0,18 - 24,,,,,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q036,47,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,TX,Texas,Percent of adults aged 18 years and older who have obesity,20.9,17.2,25.2,844.0,18 - 24,,,,,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q036,48,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,UT,Utah,Percent of adults aged 18 years and older who have obesity,18.2,15.1,21.8,747.0,18 - 24,,,,,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q036,49,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,VT,Vermont,Percent of adults aged 18 years and older who have obesity,14.7,10.3,20.4,259.0,18 - 24,,,,,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q036,50,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,VA,Virginia,Percent of adults aged 18 years and older who have obesity,17.9,14.2,22.2,481.0,18 - 24,,,,,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q036,51,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,WA,Washington,Percent of adults aged 18 years and older who have obesity,21.1,18.4,24.1,1103.0,18 - 24,,,,,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q036,53,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,30.8,24.4,38.0,202.0,18 - 24,,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q036,54,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,WI,Wisconsin,Percent of adults aged 18 years and older who have obesity,26.0,21.6,31.0,522.0,18 - 24,,,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q036,55,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,WY,Wyoming,Percent of adults aged 18 years and older who have obesity,22.2,15.5,30.6,155.0,18 - 24,,,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q036,56,Age (years),18 - 24,AGEYR,AGEYR1824
2022,2022,AL,Alabama,Percent of adults aged 18 years and older who have obesity,37.4,31.9,43.3,390.0,25 - 34,,,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q036,1,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,AK,Alaska,Percent of adults aged 18 years and older who have obesity,29.5,25.3,34.0,609.0,25 - 34,,,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q036,2,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,33.9,29.4,38.8,751.0,25 - 34,,,,,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q036,4,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,39.0,33.5,44.9,370.0,25 - 34,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,5,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,CA,California,Percent of adults aged 18 years and older who have obesity,28.4,25.3,31.8,1495.0,25 - 34,,,,,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q036,6,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,CO,Colorado,Percent of adults aged 18 years and older who have obesity,23.9,21.2,26.7,1179.0,25 - 34,,,,,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,8,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,32.1,28.2,36.4,899.0,25 - 34,,,,,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,9,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,DE,Delaware,Percent of adults aged 18 years and older who have obesity,34.3,27.7,41.6,321.0,25 - 34,,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q036,10,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,DC,District of Columbia,Percent of adults aged 18 years and older who have obesity,16.5,12.9,20.8,443.0,25 - 34,,,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q036,11,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,FL,Florida,Percent of adults aged 18 years and older who have obesity,28.1,23.9,32.7,946.0,25 - 34,,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,12,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,GA,Georgia,Percent of adults aged 18 years and older who have obesity,36.3,31.8,41.0,742.0,25 - 34,,,,,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q036,13,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,HI,Hawaii,Percent of adults aged 18 years and older who have obesity,26.2,22.3,30.5,740.0,25 - 34,,,,,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q036,15,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,ID,Idaho,Percent of adults aged 18 years and older who have obesity,29.4,25.7,33.5,689.0,25 - 34,,,,,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,16,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,IL,Illinois,Percent of adults aged 18 years and older who have obesity,30.0,25.5,35.1,558.0,25 - 34,,,,,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,17,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,IN,Indiana,Percent of adults aged 18 years and older who have obesity,38.3,34.6,42.1,837.0,25 - 34,,,,,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q036,18,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,IA,Iowa,Percent of adults aged 18 years and older who have obesity,37.2,33.3,41.2,871.0,25 - 34,,,,,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q036,19,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,KS,Kansas,Percent of adults aged 18 years and older who have obesity,37.2,33.5,41.1,1001.0,25 - 34,,,,,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q036,20,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,KY,Kentucky,Percent of adults aged 18 years and older who have obesity,38.7,33.0,44.8,473.0,25 - 34,,,,,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,21,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,LA,Louisiana,Percent of adults aged 18 years and older who have obesity,38.6,33.5,44.0,510.0,25 - 34,,,,,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q036,22,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,ME,Maine,Percent of adults aged 18 years and older who have obesity,35.5,31.1,40.2,749.0,25 - 34,,,,,"(45.254228894000505, -68.98503133599962)",OWS,OWS1,Q036,23,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,MD,Maryland,Percent of adults aged 18 years and older who have obesity,31.8,28.3,35.5,1264.0,25 - 34,,,,,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,24,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,MA,Massachusetts,Percent of adults aged 18 years and older who have obesity,26.6,23.5,29.9,1321.0,25 - 34,,,,,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q036,25,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,MI,Michigan,Percent of adults aged 18 years and older who have obesity,33.2,29.4,37.3,810.0,25 - 34,,,,,"(44.6613195430005, -84.71439026999968)",OWS,OWS1,Q036,26,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,33.0,30.2,36.0,1644.0,25 - 34,,,,,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,27,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,43.3,38.1,48.6,503.0,25 - 34,,,,,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q036,28,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,MO,Missouri,Percent of adults aged 18 years and older who have obesity,34.2,30.2,38.5,841.0,25 - 34,,,,,"(38.635790776000476, -92.56630005299968)",OWS,OWS1,Q036,29,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,MT,Montana,Percent of adults aged 18 years and older who have obesity,30.2,26.1,34.6,630.0,25 - 34,,,,,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q036,30,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,US,National,Percent of adults aged 18 years and older who have obesity,32.2,31.3,33.0,40671.0,25 - 34,,,,,,OWS,OWS1,Q036,59,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,NE,Nebraska,Percent of adults aged 18 years and older who have obesity,29.3,25.1,33.9,599.0,25 - 34,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,31,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,NV,Nevada,Percent of adults aged 18 years and older who have obesity,33.7,27.3,40.8,336.0,25 - 34,,,,,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q036,32,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,NH,New Hampshire,Percent of adults aged 18 years and older who have obesity,26.6,21.7,32.3,346.0,25 - 34,,,,,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,33,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,NJ,New Jersey,Percent of adults aged 18 years and older who have obesity,28.9,25.0,33.2,785.0,25 - 34,,,,,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q036,34,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,NM,New Mexico,Percent of adults aged 18 years and older who have obesity,37.7,32.1,43.6,405.0,25 - 34,,,,,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q036,35,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,NY,New York,Percent of adults aged 18 years and older who have obesity,26.7,24.1,29.5,1745.0,25 - 34,,,,,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q036,36,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,NC,North Carolina,Percent of adults aged 18 years and older who have obesity,32.7,28.3,37.5,601.0,25 - 34,,,,,"(35.466220975000454, -79.15925046299964)",OWS,OWS1,Q036,37,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,ND,North Dakota,Percent of adults aged 18 years and older who have obesity,31.0,26.4,36.1,405.0,25 - 34,,,,,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q036,38,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,OH,Ohio,Percent of adults aged 18 years and older who have obesity,34.3,31.2,37.5,1514.0,25 - 34,,,,,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q036,39,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,OK,Oklahoma,Percent of adults aged 18 years and older who have obesity,42.7,38.4,47.0,620.0,25 - 34,,,,,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q036,40,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,OR,Oregon,Percent of adults aged 18 years and older who have obesity,30.0,26.4,33.9,725.0,25 - 34,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,41,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,PA,Pennsylvania,Percent of adults aged 18 years and older who have obesity,30.4,24.8,36.6,605.0,25 - 34,,,,,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q036,42,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,RI,Rhode Island,Percent of adults aged 18 years and older who have obesity,30.8,26.1,36.0,486.0,25 - 34,,,,,"(41.70828019300046, -71.52247031399963)",OWS,OWS1,Q036,44,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,SC,South Carolina,Percent of adults aged 18 years and older who have obesity,36.8,32.5,41.4,650.0,25 - 34,,,,,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q036,45,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,SD,South Dakota,Percent of adults aged 18 years and older who have obesity,42.1,32.3,52.5,651.0,25 - 34,,,,,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q036,46,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,TN,Tennessee,Percent of adults aged 18 years and older who have obesity,43.5,38.4,48.7,531.0,25 - 34,,,,,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q036,47,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,TX,Texas,Percent of adults aged 18 years and older who have obesity,32.9,29.1,36.9,1480.0,25 - 34,,,,,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q036,48,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,UT,Utah,Percent of adults aged 18 years and older who have obesity,30.9,27.9,34.1,1190.0,25 - 34,,,,,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q036,49,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,VT,Vermont,Percent of adults aged 18 years and older who have obesity,26.1,22.2,30.4,634.0,25 - 34,,,,,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q036,50,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,VA,Virginia,Percent of adults aged 18 years and older who have obesity,33.3,29.6,37.3,843.0,25 - 34,,,,,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q036,51,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,WA,Washington,Percent of adults aged 18 years and older who have obesity,32.3,30.2,34.6,2387.0,25 - 34,,,,,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q036,53,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,42.0,36.3,47.8,380.0,25 - 34,,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q036,54,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,WI,Wisconsin,Percent of adults aged 18 years and older who have obesity,36.8,33.0,40.8,862.0,25 - 34,,,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q036,55,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,WY,Wyoming,Percent of adults aged 18 years and older who have obesity,39.0,33.1,45.3,305.0,25 - 34,,,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q036,56,Age (years),25 - 34,AGEYR,AGEYR2534
2022,2022,AL,Alabama,Percent of adults aged 18 years and older who have obesity,43.2,37.8,48.6,477.0,35 - 44,,,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q036,1,Age (years),35 - 44,AGEYR,AGEYR3544
2022,2022,AK,Alaska,Percent of adults aged 18 years and older who have obesity,36.0,31.5,40.8,745.0,35 - 44,,,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q036,2,Age (years),35 - 44,AGEYR,AGEYR3544
2022,2022,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,34.9,30.8,39.3,1034.0,35 - 44,,,,,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q036,4,Age (years),35 - 44,AGEYR,AGEYR3544
2022,2022,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,40.0,35.2,44.9,508.0,35 - 44,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,5,Age (years),35 - 44,AGEYR,AGEYR3544
2022,2022,CA,California,Percent of adults aged 18 years and older who have obesity,34.8,31.2,38.7,1456.0,35 - 44,,,,,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q036,6,Age (years),35 - 44,AGEYR,AGEYR3544
2022,2022,CO,Colorado,Percent of adults aged 18 years and older who have obesity,25.3,22.7,28.1,1438.0,35 - 44,,,,,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,8,Age (years),35 - 44,AGEYR,AGEYR3544
2022,2022,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,32.8,29.0,36.7,1099.0,35 - 44,,,,,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,9,Age (years),35 - 44,AGEYR,AGEYR3544
2022,2022,DE,Delaware,Percent of adults aged 18 years and older who have obesity,42.4,36.5,48.5,431.0,35 - 44,,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q036,10,Age (years),35 - 44,AGEYR,AGEYR3544
2022,2022,DC,District of Columbia,Percent of adults aged 18 years and older who have obesity,24.6,19.9,29.9,466.0,35 - 44,,,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q036,11,Age (years),35 - 44,AGEYR,AGEYR3544
