YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2017,2017,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,9.0,9.0,,,7.3,11.1,1485.0,,,,,"$75,000 or greater",,"(38.890371385, -77.031961127)",FV,FV1,Q019,VALUE,11,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,10.0,10.0,,,8.6,11.6,2011.0,,,College graduate,,,,"(44.567449424, -120.155031326)",FV,FV1,Q019,VALUE,41,Education,College graduate,EDU,EDUCOGRAD
2017,2017,UT,Utah,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.4,23.4,,,19.7,27.6,747.0,,,,,"$25,000 - $34,999",,"(39.360700171, -111.587130635)",FV,FV1,Q019,VALUE,49,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,UT,Utah,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.1,19.1,,,17.7,20.6,4495.0,,,,Male,,,"(39.360700171, -111.587130635)",FV,FV1,Q019,VALUE,49,Gender,Male,GEN,MALE
2017,2017,WV,West Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(38.665510202, -80.712640135)",FV,FV1,Q019,VALUE,54,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2017,2017,MT,Montana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.9,14.9,,,12.7,17.3,1797.0,,,Some college or technical school,,,,"(47.066528972, -109.424420645)",FV,FV1,Q019,VALUE,30,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,MN,Minnesota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.6,20.6,,,18.3,23.1,1770.0,,25 - 34,,,,,"(46.355648736, -94.794200503)",FV,FV1,Q019,VALUE,27,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,13.3,13.3,,,10.9,16.1,1085.0,,65 or older,,,,,"(38.890371385, -77.031961127)",FV,FV1,Q019,VALUE,11,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,NY,New York,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,15.6,15.6,,,12.8,18.9,1267.0,,,,,"$50,000 - $74,999",,"(42.827001032, -75.543970427)",FV,FV1,Q019,VALUE,36,Income,"$50,000 - $74,999",INC,INC5075
2017,2017,VA,Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.7,16.7,,,11.4,23.8,212.0,,,,,,Asian,"(37.542680674, -78.457890463)",FV,FV1,Q019,VALUE,51,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,IL,Illinois,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,36.7,36.7,,,32.1,41.5,575.0,,,,,,Hispanic,"(40.485010283, -88.997710178)",FV,FV1,Q019,VALUE,17,Race/Ethnicity,Hispanic,RACE,RACEHIS
2017,2017,IN,Indiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.1,17.1,,,15.7,18.5,4814.0,,65 or older,,,,,"(39.766910452, -86.149960194)",FV,FV1,Q019,VALUE,18,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,MI,Michigan,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.5,18.5,,,17.5,19.5,10039.0,Total,,,,,,"(44.661319543001, -84.71439027)",FV,FV1,Q019,VALUE,26,Total,Total,OVR,OVERALL
2017,2017,NC,North Carolina,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,15.1,15.1,,,11.8,19.3,577.0,,25 - 34,,,,,"(35.466220975, -79.159250463)",FV,FV1,Q019,VALUE,37,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,OH,Ohio,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.6,16.6,,,15.1,18.1,6526.0,,,,Female,,,"(40.060210141, -82.404260056)",FV,FV1,Q019,VALUE,39,Gender,Female,GEN,FEMALE
2017,2017,LA,Louisiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(31.312660644, -92.445680071)",FV,FV1,Q019,VALUE,22,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,MS,Mississippi,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,9.4,9.4,,,4.3,19.6,77.0,,,,,,2 or more races,"(32.745510099, -89.538030825)",FV,FV1,Q019,VALUE,28,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,NY,New York,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,33.2,33.2,,,29.2,37.3,1010.0,,,,,"Less than $15,000",,"(42.827001032, -75.543970427)",FV,FV1,Q019,VALUE,36,Income,"Less than $15,000",INC,INCLESS15
2017,2017,HI,Hawaii,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,27.0,27.0,,,21.8,32.9,523.0,,,,,Data not reported,,"(21.304850435, -157.857749403)",FV,FV1,Q019,VALUE,15,Income,Data not reported,INC,INCNR
2017,2017,WY,Wyoming,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,25.0,25.0,,,18.6,32.7,255.0,,,,,"Less than $15,000",,"(43.235541343, -108.109830353)",FV,FV1,Q019,VALUE,56,Income,"Less than $15,000",INC,INCLESS15
2017,2017,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,27.9,27.9,,,24.1,32.1,1379.0,,,,,"$15,000 - $24,999",,"(40.130570048, -74.273691288)",FV,FV1,Q019,VALUE,34,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,OH,Ohio,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.1,17.1,,,15.5,18.8,4207.0,,65 or older,,,,,"(40.060210141, -82.404260056)",FV,FV1,Q019,VALUE,39,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,AZ,Arizona,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.8,18.8,,,16.4,21.4,1723.0,,,,,"$35,000 - $49,999",,"(34.86597028, -111.763811277)",FV,FV1,Q019,VALUE,4,Income,"$35,000 - $49,999",INC,INC3550
2017,2017,VT,Vermont,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hispanic,"(43.625381239, -72.517640791)",FV,FV1,Q019,VALUE,50,Race/Ethnicity,Hispanic,RACE,RACEHIS
2017,2017,MO,Missouri,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.2,17.2,,,8.6,31.4,77.0,,,,,,Asian,"(38.635790776, -92.566300053)",FV,FV1,Q019,VALUE,29,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,MN,Minnesota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,32.0,32.0,,,27.4,36.9,614.0,,,Less than high school,,,,"(46.355648736, -94.794200503)",FV,FV1,Q019,VALUE,27,Education,Less than high school,EDU,EDUHS
2017,2017,CA,California,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,20.7,20.7,,,17.7,24.1,1490.0,,55 - 64,,,,,"(37.638640123, -120.999999538)",FV,FV1,Q019,VALUE,6,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,9.2,9.2,,,7.4,11.3,1582.0,,,,,"$75,000 or greater",,"(41.708280193, -71.522470314)",FV,FV1,Q019,VALUE,44,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,NC,North Carolina,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,37.2,37.2,,,29.7,45.3,302.0,,,,,,Hispanic,"(35.466220975, -79.159250463)",FV,FV1,Q019,VALUE,37,Race/Ethnicity,Hispanic,RACE,RACEHIS
2017,2017,IL,Illinois,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.5,24.5,,,21.5,27.8,1176.0,,,High school graduate,,,,"(40.485010283, -88.997710178)",FV,FV1,Q019,VALUE,17,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,KY,Kentucky,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,10.2,10.2,,,8.5,12.3,2421.0,,,College graduate,,,,"(37.645970271, -84.774971048)",FV,FV1,Q019,VALUE,21,Education,College graduate,EDU,EDUCOGRAD
2017,2017,ME,Maine,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,11.7,11.7,,,9.7,14.1,2280.0,,,Some college or technical school,,,,"(45.254228894001, -68.985031336)",FV,FV1,Q019,VALUE,23,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.4,14.4,,,11.6,17.7,754.0,,55 - 64,,,,,"(38.890371385, -77.031961127)",FV,FV1,Q019,VALUE,11,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.9,19.9,,,15.0,25.8,459.0,,35 - 44,,,,,"(41.708280193, -71.522470314)",FV,FV1,Q019,VALUE,44,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,26.9,26.9,,,20.4,34.7,248.0,,,,,,Hispanic,"(35.472031356, -97.521070214)",FV,FV1,Q019,VALUE,40,Race/Ethnicity,Hispanic,RACE,RACEHIS
2017,2017,KY,Kentucky,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.0,24.0,,,19.4,29.4,662.0,,,Less than high school,,,,"(37.645970271, -84.774971048)",FV,FV1,Q019,VALUE,21,Education,Less than high school,EDU,EDUHS
2017,2017,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,50.2,50.2,,,46.3,54.1,1086.0,,,High school graduate,,,,"(18.220833, -66.590149)",FV,FV1,Q019,VALUE,72,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,11.8,11.8,,,9.7,14.3,1267.0,,,,,"$75,000 or greater",,"(35.472031356, -97.521070214)",FV,FV1,Q019,VALUE,40,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,MD,Maryland,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,15.3,15.3,,,13.7,17.0,4750.0,,65 or older,,,,,"(39.290580964, -76.609260111)",FV,FV1,Q019,VALUE,24,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,IN,Indiana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,39.1,39.1,,,34.1,44.4,497.0,,,,,,Hispanic,"(39.766910452, -86.149960194)",FV,FV1,Q019,VALUE,18,Race/Ethnicity,Hispanic,RACE,RACEHIS
2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.1,17.1,,,13.4,21.6,2131.0,,35 - 44,,,,,"(28.932040377, -81.928960539)",FV,FV1,Q019,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,NV,Nevada,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(39.49324039, -117.071840564)",FV,FV1,Q019,VALUE,32,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2017,2017,DE,Delaware,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(39.008830667, -75.577741168)",FV,FV1,Q019,VALUE,10,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2017,2017,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,12.1,12.1,,,9.9,14.7,1265.0,,55 - 64,,,,,"(43.655950113, -71.50036092)",FV,FV1,Q019,VALUE,33,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,KY,Kentucky,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.3,24.3,,,19.6,29.8,783.0,,,,,"Less than $15,000",,"(37.645970271, -84.774971048)",FV,FV1,Q019,VALUE,21,Income,"Less than $15,000",INC,INCLESS15
2017,2017,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.6,18.6,,,15.8,21.7,2938.0,,,,Female,,,"(34.748650124, -92.274490743)",FV,FV1,Q019,VALUE,5,Gender,Female,GEN,FEMALE
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.1,14.1,,,11.7,16.8,1184.0,,,,,"$50,000 - $74,999",,"(38.843840757, -106.133610921)",FV,FV1,Q019,VALUE,8,Income,"$50,000 - $74,999",INC,INC5075
2017,2017,HI,Hawaii,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,25.4,25.4,,,22.7,28.2,1733.0,,,High school graduate,,,,"(21.304850435, -157.857749403)",FV,FV1,Q019,VALUE,15,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,IA,Iowa,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.6,21.6,,,18.4,25.1,847.0,,,,,"$15,000 - $24,999",,"(42.469400913, -93.816490556)",FV,FV1,Q019,VALUE,19,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,15.2,15.2,,,13.2,17.4,2839.0,,,,Female,,,"(41.708280193, -71.522470314)",FV,FV1,Q019,VALUE,44,Gender,Female,GEN,FEMALE
2017,2017,UT,Utah,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.3,14.3,,,12.5,16.2,2295.0,,65 or older,,,,,"(39.360700171, -111.587130635)",FV,FV1,Q019,VALUE,49,Age (years),65 or older,AGEYR,AGEYR65PLUS
2017,2017,WY,Wyoming,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(43.235541343, -108.109830353)",FV,FV1,Q019,VALUE,56,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.7,17.7,,,14.9,20.9,3970.0,,55 - 64,,,,,"(28.932040377, -81.928960539)",FV,FV1,Q019,VALUE,12,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,CT,Connecticut,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.7,19.7,,,18.0,21.6,4016.0,,,,Male,,,"(41.56266102, -72.649840952)",FV,FV1,Q019,VALUE,9,Gender,Male,GEN,MALE
2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,10.9,10.9,,,8.8,13.3,2383.0,,,,,"$75,000 or greater",,"(42.27687047, -72.082690675)",FV,FV1,Q019,VALUE,25,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.0,14.0,,,8.6,22.0,156.0,,,,,,American Indian/Alaska Native,"(47.522278629, -120.47001079)",FV,FV1,Q019,VALUE,53,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2017,2017,AZ,Arizona,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.9,18.9,,,15.0,23.7,504.0,,,,,,American Indian/Alaska Native,"(34.86597028, -111.763811277)",FV,FV1,Q019,VALUE,4,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2017,2017,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,13.9,13.9,,,10.6,17.9,806.0,,,,,"$50,000 - $74,999",,"(35.472031356, -97.521070214)",FV,FV1,Q019,VALUE,40,Income,"$50,000 - $74,999",INC,INC5075
2017,2017,NC,North Carolina,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,13.1,13.1,,,11.3,15.2,2429.0,,,,Female,,,"(35.466220975, -79.159250463)",FV,FV1,Q019,VALUE,37,Gender,Female,GEN,FEMALE
2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,11.6,11.6,,,9.0,14.8,677.0,,,,,"$50,000 - $74,999",,"(44.567449424, -120.155031326)",FV,FV1,Q019,VALUE,41,Income,"$50,000 - $74,999",INC,INC5075
2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,23.4,23.4,,,19.5,27.8,716.0,,,,,Data not reported,,"(44.567449424, -120.155031326)",FV,FV1,Q019,VALUE,41,Income,Data not reported,INC,INCNR
2017,2017,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.1,19.1,,,13.1,26.9,369.0,,,,,"$25,000 - $34,999",,"(43.655950113, -71.50036092)",FV,FV1,Q019,VALUE,33,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,CA,California,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,27.8,27.8,,,23.9,32.0,763.0,,18 - 24,,,,,"(37.638640123, -120.999999538)",FV,FV1,Q019,VALUE,6,Age (years),18 - 24,AGEYR,AGEYR1824
2017,2017,ID,Idaho,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,13.7,13.7,,,5.9,28.5,67.0,,,,,,2 or more races,"(43.682630005, -114.363730042)",FV,FV1,Q019,VALUE,16,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2017,2017,IA,Iowa,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.3,19.3,,,18.2,20.4,6972.0,Total,,,,,,"(42.469400913, -93.816490556)",FV,FV1,Q019,VALUE,19,Total,Total,OVR,OVERALL
