YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,20.4,20.4,,,15.5,26.3,421.0,,,,,"$25,000 - $34,999",,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Income,"$25,000 - $34,999",INC,INC2535
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,34.6,34.6,,,27.6,42.3,295.0,,,,,"$75,000 or greater",,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Income,"$75,000 or greater",INC,INC75PLUS
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.4,30.4,,,24.9,36.6,432.0,,,,,,Asian,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Race/Ethnicity,Asian,RACE,RACEASN
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,44.8,44.8,,,33.7,56.4,125.0,,,,,,Hispanic,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Race/Ethnicity,Hispanic,RACE,RACEHIS
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,35.1,35.1,,,34.6,35.5,164757.0,,,,Male,,,,PA,PA1,Q046,VALUE,59,Gender,Male,GEN,MALE
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,14.2,14.2,,,12.0,16.8,1314.0,,,Some college or technical school,,,,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.2,31.2,,,27.6,35.1,1100.0,,,,,"$35,000 - $49,999",,"(37.638640123, -120.999999538)",PA,PA1,Q046,VALUE,6,Income,"$35,000 - $49,999",INC,INC3550
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,41.5,41.5,,,36.5,46.6,689.0,,,,Male,,,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Gender,Male,GEN,MALE
2015,2015,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.6,33.6,,,30.5,36.9,3468.0,Total,,,,,,"(38.890371385, -77.031961127)",PA,PA1,Q046,VALUE,11,Total,Total,OVR,OVERALL
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,2 or more races,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.8,31.8,,,30.8,32.8,29470.0,,,,,,Non-Hispanic Black,,PA,PA1,Q046,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.0,31.0,,,27.3,35.0,948.0,,,,,"$50,000 - $74,999",,"(43.625381239, -72.517640791)",PA,PA1,Q046,VALUE,50,Income,"$50,000 - $74,999",INC,INC5075
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,37.9,37.9,,,37.4,38.4,146748.0,,,College graduate,,,,,PA,PA1,Q046,VALUE,59,Education,College graduate,EDU,EDUCOGRAD
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.1,30.1,,,23.1,38.1,261.0,,,,,"$15,000 - $24,999",,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Income,"$15,000 - $24,999",INC,INC1525
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,20.8,20.8,,,15.8,27.0,320.0,,,,,"$35,000 - $49,999",,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Income,"$35,000 - $49,999",INC,INC3550
2015,2015,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,22.1,22.1,,,18.0,26.8,702.0,,,,,"$15,000 - $24,999",,"(31.312660644, -92.445680071)",PA,PA1,Q046,VALUE,22,Income,"$15,000 - $24,999",INC,INC1525
2015,2015,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.7,28.7,,,26.6,31.0,2665.0,,,,Female,,,"(44.567449424, -120.155031326)",PA,PA1,Q046,VALUE,41,Gender,Female,GEN,FEMALE
2011,2011,ME,Maine,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,42.2,42.2,,,36.9,47.7,381.0,,18 - 24,,,,,"(45.254228894001, -68.985031336)",PA,PA1,Q046,VALUE,23,Age (years),18 - 24,AGEYR,AGEYR1824
2015,2015,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(44.393191174, -89.816370742)",PA,PA1,Q046,VALUE,55,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,26.5,26.5,,,23.5,29.8,1590.0,,,High school graduate,,,,"(43.655950113, -71.50036092)",PA,PA1,Q046,VALUE,33,Education,High school graduate,EDU,EDUHSGRAD
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.7,28.7,,,27.7,29.6,25955.0,,,,,,Hispanic,,PA,PA1,Q046,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,34.3,34.3,,,29.1,40.0,549.0,,,High school graduate,,,,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Education,High school graduate,EDU,EDUHSGRAD
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.0,33.0,,,24.9,42.2,218.0,,,,,"$25,000 - $34,999",,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Income,"$25,000 - $34,999",INC,INC2535
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,14.4,14.4,,,12.6,16.4,1921.0,,,,Male,,,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Gender,Male,GEN,MALE
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,17.9,17.9,,,14.6,21.7,619.0,,25 - 34,,,,,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Age (years),25 - 34,AGEYR,AGEYR2534
2017,2017,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.5,30.5,,,26.5,34.8,638.0,,35 - 44,,,,,"(38.890371385, -77.031961127)",PA,PA1,Q046,VALUE,11,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,32.3,32.3,,,27.0,38.1,502.0,,,,,,Non-Hispanic Black,"(39.008830667, -75.577741168)",PA,PA1,Q046,VALUE,10,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2017,2017,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.4,33.4,,,18.1,53.2,60.0,,,,,,Hispanic,"(43.655950113, -71.50036092)",PA,PA1,Q046,VALUE,33,Race/Ethnicity,Hispanic,RACE,RACEHIS
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,4.6,4.6,,,3.4,6.2,1021.0,,55 - 64,,,,,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,37.1,37.1,,,33.9,40.4,2153.0,,,,,"$75,000 or greater",,"(28.932040377, -81.928960539)",PA,PA1,Q046,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,36.7,36.7,,,34.4,38.9,7183.0,,,,,,2 or more races,,PA,PA1,Q046,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.4,29.4,,,24.2,35.2,529.0,,,,,,Hawaiian/Pacific Islander,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,32.2,32.2,,,30.3,34.1,7932.0,,,,,,Asian,,PA,PA1,Q046,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,22.3,22.3,,,18.3,27.0,420.0,,18 - 24,,,,,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Age (years),18 - 24,AGEYR,AGEYR1824
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,19.4,19.4,,,16.9,22.1,1518.0,,,College graduate,,,,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Education,College graduate,EDU,EDUCOGRAD
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic White,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,21.3,21.3,,,13.8,31.5,115.0,,,Less than high school,,,,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Education,Less than high school,EDU,EDUHS
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,14.0,14.0,,,11.3,17.2,668.0,,35 - 44,,,,,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Age (years),35 - 44,AGEYR,AGEYR3544
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.8,33.8,,,26.9,41.5,283.0,,35 - 44,,,,,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Age (years),35 - 44,AGEYR,AGEYR3544
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,35.5,35.5,,,31.2,40.0,1615.0,,,,,,Other,,PA,PA1,Q046,VALUE,59,Race/Ethnicity,Other,RACE,RACEOTH
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.1,30.1,,,20.4,41.9,128.0,,,,,Data not reported,,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Income,Data not reported,INC,INCNR
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,22.5,22.5,,,18.7,26.8,802.0,,,,Female,,,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Gender,Female,GEN,FEMALE
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,6.2,6.2,,,5.0,7.8,2052.0,,,,,"Less than $15,000",,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Income,"Less than $15,000",INC,INCLESS15
2017,2017,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.8,33.8,,,18.1,54.2,62.0,,,,,,American Indian/Alaska Native,"(31.312660644, -92.445680071)",PA,PA1,Q046,VALUE,22,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2017,2017,GA,Georgia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.9,30.9,,,27.1,35.1,971.0,,,,,Data not reported,,"(32.839681093, -83.627580346)",PA,PA1,Q046,VALUE,13,Income,Data not reported,INC,INCNR
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,27.5,27.5,,,26.5,28.4,35278.0,,,,,"$25,000 - $34,999",,,PA,PA1,Q046,VALUE,59,Income,"$25,000 - $34,999",INC,INC2535
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.4,25.4,,,18.5,33.8,206.0,,,,,,2 or more races,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,32.3,32.3,,,31.7,32.8,107739.0,,,Some college or technical school,,,,,PA,PA1,Q046,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,MN,Minnesota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.6,31.6,,,29.9,33.3,4742.0,,,Some college or technical school,,,,"(46.355648736, -94.794200503)",PA,PA1,Q046,VALUE,27,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,38.4,38.4,,,34.7,42.1,2760.0,,,,Male,,,"(44.353130053000484, -100.3735306369997)",PA,PA1,Q046,VALUE,46,Gender,Male,GEN,MALE
2017,2017,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hispanic,"(18.335765, -64.896335)",PA,PA1,Q046,VALUE,78,Race/Ethnicity,Hispanic,RACE,RACEHIS
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,46.6,46.6,,,45.5,47.7,20390.0,,18 - 24,,,,,,PA,PA1,Q046,VALUE,59,Age (years),18 - 24,AGEYR,AGEYR1824
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,32.0,32.0,,,31.2,32.8,53836.0,,,,,"$50,000 - $74,999",,,PA,PA1,Q046,VALUE,59,Income,"$50,000 - $74,999",INC,INC5075
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.6,30.6,,,29.8,31.3,44271.0,,35 - 44,,,,,,PA,PA1,Q046,VALUE,59,Age (years),35 - 44,AGEYR,AGEYR3544
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,24.8,24.8,,,24.1,25.6,51746.0,,,,,"$15,000 - $24,999",,,PA,PA1,Q046,VALUE,59,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,35 - 44,,,,,"(18.335765, -64.896335)",PA,PA1,Q046,VALUE,78,Age (years),35 - 44,AGEYR,AGEYR3544
2017,2017,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,17.9,17.9,,,15.6,20.6,1311.0,,55 - 64,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q046,VALUE,1,Age (years),55 - 64,AGEYR,AGEYR5564
2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,48.9,48.9,,,29.2,68.9,98.0,,,,,,Other,"(28.932040377, -81.928960539)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,SC,South Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,35.8,35.8,,,33.6,38.1,3390.0,,,College graduate,,,,"(33.998821303, -81.045371207)",PA,PA1,Q046,VALUE,45,Education,College graduate,EDU,EDUCOGRAD
