YearStart,YearEnd,LocationAbbr,LocationDesc,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2022,2022,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,26.5,22.4,31.1,663,,,,"$15,000 - $24,999",,"(44.6613195430005, -84.71439026999968)",OWS,OWS1,Q037,26,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,29.6,25.5,34,836,,,,"$15,000 - $24,999",,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q037,27,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,31.1,25.5,37.2,455,,,,"$15,000 - $24,999",,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q037,28,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,28.7,23.5,34.4,553,,,,"$15,000 - $24,999",,"(38.635790776000476, -92.56630005299968)",OWS,OWS1,Q037,29,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,MT,Montana,Percent of adults aged 18 years and older who have an overweight classification,32,27.2,37.1,559,,,,"$15,000 - $24,999",,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q037,30,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,US,National,Percent of adults aged 18 years and older who have an overweight classification,30.6,29.5,31.7,30654,,,,"$15,000 - $24,999",,,OWS,OWS1,Q037,59,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,NE,Nebraska,Percent of adults aged 18 years and older who have an overweight classification,30.8,26.1,36,650,,,,"$15,000 - $24,999",,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,31,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,NV,Nevada,Percent of adults aged 18 years and older who have an overweight classification,30.5,22.9,39.4,233,,,,"$15,000 - $24,999",,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q037,32,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,NH,New Hampshire,Percent of adults aged 18 years and older who have an overweight classification,31.2,24,39.4,414,,,,"$15,000 - $24,999",,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q037,33,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,NJ,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,33.3,27.1,40,426,,,,"$15,000 - $24,999",,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q037,34,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,NM,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,38,32.1,44.2,484,,,,"$15,000 - $24,999",,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q037,35,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,NY,New York,Percent of adults aged 18 years and older who have an overweight classification,31.4,27.9,35.2,1293,,,,"$15,000 - $24,999",,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q037,36,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,NC,North Carolina,Percent of adults aged 18 years and older who have an overweight classification,32.3,26.3,39,348,,,,"$15,000 - $24,999",,"(35.466220975000454, -79.15925046299964)",OWS,OWS1,Q037,37,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,ND,North Dakota,Percent of adults aged 18 years and older who have an overweight classification,34.4,27.3,42.2,263,,,,"$15,000 - $24,999",,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q037,38,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,OH,Ohio,Percent of adults aged 18 years and older who have an overweight classification,28.4,24.8,32.2,1336,,,,"$15,000 - $24,999",,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q037,39,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,OK,Oklahoma,Percent of adults aged 18 years and older who have an overweight classification,31.1,26.3,36.4,499,,,,"$15,000 - $24,999",,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q037,40,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,OR,Oregon,Percent of adults aged 18 years and older who have an overweight classification,31.4,25.8,37.6,407,,,,"$15,000 - $24,999",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,41,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,PA,Pennsylvania,Percent of adults aged 18 years and older who have an overweight classification,29,20.6,39,334,,,,"$15,000 - $24,999",,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q037,42,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,RI,Rhode Island,Percent of adults aged 18 years and older who have an overweight classification,38,31.6,44.9,420,,,,"$15,000 - $24,999",,"(41.70828019300046, -71.52247031399963)",OWS,OWS1,Q037,44,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,SC,South Carolina,Percent of adults aged 18 years and older who have an overweight classification,32.4,27.9,37.2,827,,,,"$15,000 - $24,999",,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q037,45,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,SD,South Dakota,Percent of adults aged 18 years and older who have an overweight classification,27.8,19,38.8,509,,,,"$15,000 - $24,999",,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q037,46,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,TN,Tennessee,Percent of adults aged 18 years and older who have an overweight classification,27.5,22.4,33.4,486,,,,"$15,000 - $24,999",,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q037,47,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,TX,Texas,Percent of adults aged 18 years and older who have an overweight classification,34.1,29.4,39.1,1093,,,,"$15,000 - $24,999",,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q037,48,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,UT,Utah,Percent of adults aged 18 years and older who have an overweight classification,30.5,24.2,37.7,346,,,,"$15,000 - $24,999",,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q037,49,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,VT,Vermont,Percent of adults aged 18 years and older who have an overweight classification,30,24.3,36.3,478,,,,"$15,000 - $24,999",,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q037,50,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,32.4,26.9,38.3,622,,,,"$15,000 - $24,999",,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q037,51,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,30.2,26.9,33.8,1324,,,,"$15,000 - $24,999",,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q037,53,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,WV,West Virginia,Percent of adults aged 18 years and older who have an overweight classification,33.4,28.5,38.8,527,,,,"$15,000 - $24,999",,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q037,54,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,WI,Wisconsin,Percent of adults aged 18 years and older who have an overweight classification,28.2,24.2,32.6,785,,,,"$15,000 - $24,999",,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q037,55,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,WY,Wyoming,Percent of adults aged 18 years and older who have an overweight classification,29.4,23.1,36.5,284,,,,"$15,000 - $24,999",,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q037,56,Income,"$15,000 - $24,999",INC,INC1525
2022,2022,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,31.8,25.6,38.7,468,,,,"$25,000 - $34,999",,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q037,1,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,38.2,31.8,44.9,410,,,,"$25,000 - $34,999",,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q037,2,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,30,25.8,34.6,1082,,,,"$25,000 - $34,999",,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q037,4,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,29.8,24.8,35.3,546,,,,"$25,000 - $34,999",,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,5,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,CA,California,Percent of adults aged 18 years and older who have an overweight classification,34.9,30.3,39.8,871,,,,"$25,000 - $34,999",,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q037,6,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,31.9,27.7,36.4,702,,,,"$25,000 - $34,999",,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q037,8,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,30.3,25.1,36.1,632,,,,"$25,000 - $34,999",,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q037,9,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,27.3,21.7,33.8,364,,,,"$25,000 - $34,999",,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q037,10,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,DC,District of Columbia,Percent of adults aged 18 years and older who have an overweight classification,28.2,20.3,37.7,192,,,,"$25,000 - $34,999",,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q037,11,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,FL,Florida,Percent of adults aged 18 years and older who have an overweight classification,31.5,26.6,36.8,1285,,,,"$25,000 - $34,999",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q037,12,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,GA,Georgia,Percent of adults aged 18 years and older who have an overweight classification,25.7,21.6,30.2,842,,,,"$25,000 - $34,999",,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q037,13,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,HI,Hawaii,Percent of adults aged 18 years and older who have an overweight classification,36.5,31.3,42,686,,,,"$25,000 - $34,999",,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q037,15,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,34.3,30.3,38.5,816,,,,"$25,000 - $34,999",,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q037,16,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,35.1,29.1,41.6,401,,,,"$25,000 - $34,999",,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q037,17,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,IN,Indiana,Percent of adults aged 18 years and older who have an overweight classification,33.2,29.5,37,931,,,,"$25,000 - $34,999",,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q037,18,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,IA,Iowa,Percent of adults aged 18 years and older who have an overweight classification,31.7,27.6,36.1,871,,,,"$25,000 - $34,999",,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q037,19,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,KS,Kansas,Percent of adults aged 18 years and older who have an overweight classification,32.4,28.5,36.5,1048,,,,"$25,000 - $34,999",,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q037,20,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,KY,Kentucky,Percent of adults aged 18 years and older who have an overweight classification,27.1,22.1,32.7,444,,,,"$25,000 - $34,999",,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q037,21,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,LA,Louisiana,Percent of adults aged 18 years and older who have an overweight classification,27.3,23.1,32,604,,,,"$25,000 - $34,999",,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q037,22,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,ME,Maine,Percent of adults aged 18 years and older who have an overweight classification,30.3,26.3,34.5,1077,,,,"$25,000 - $34,999",,"(45.254228894000505, -68.98503133599962)",OWS,OWS1,Q037,23,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,MD,Maryland,Percent of adults aged 18 years and older who have an overweight classification,32.3,28,36.9,1225,,,,"$25,000 - $34,999",,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q037,24,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,MA,Massachusetts,Percent of adults aged 18 years and older who have an overweight classification,34.2,29.3,39.4,713,,,,"$25,000 - $34,999",,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q037,25,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,31.1,27.4,35,878,,,,"$25,000 - $34,999",,"(44.6613195430005, -84.71439026999968)",OWS,OWS1,Q037,26,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,32.2,28.9,35.8,1254,,,,"$25,000 - $34,999",,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q037,27,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,29.9,25.3,35,510,,,,"$25,000 - $34,999",,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q037,28,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,31.7,26.7,37.1,570,,,,"$25,000 - $34,999",,"(38.635790776000476, -92.56630005299968)",OWS,OWS1,Q037,29,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,MT,Montana,Percent of adults aged 18 years and older who have an overweight classification,37.3,32.8,42.1,730,,,,"$25,000 - $34,999",,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q037,30,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,US,National,Percent of adults aged 18 years and older who have an overweight classification,32.2,31.2,33.2,38450,,,,"$25,000 - $34,999",,,OWS,OWS1,Q037,59,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,NE,Nebraska,Percent of adults aged 18 years and older who have an overweight classification,37.8,33.4,42.4,880,,,,"$25,000 - $34,999",,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,31,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,NV,Nevada,Percent of adults aged 18 years and older who have an overweight classification,28.8,22,36.6,312,,,,"$25,000 - $34,999",,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q037,32,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,NH,New Hampshire,Percent of adults aged 18 years and older who have an overweight classification,33.9,28.3,40.1,502,,,,"$25,000 - $34,999",,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q037,33,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,NJ,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,38.8,32.3,45.7,452,,,,"$25,000 - $34,999",,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q037,34,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,NM,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,36.8,31.4,42.5,639,,,,"$25,000 - $34,999",,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q037,35,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,NY,New York,Percent of adults aged 18 years and older who have an overweight classification,32.6,29.2,36.1,1466,,,,"$25,000 - $34,999",,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q037,36,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,NC,North Carolina,Percent of adults aged 18 years and older who have an overweight classification,32.7,27,39,417,,,,"$25,000 - $34,999",,"(35.466220975000454, -79.15925046299964)",OWS,OWS1,Q037,37,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,ND,North Dakota,Percent of adults aged 18 years and older who have an overweight classification,32.6,26.6,39.2,350,,,,"$25,000 - $34,999",,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q037,38,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,OH,Ohio,Percent of adults aged 18 years and older who have an overweight classification,32.6,29.4,36,1684,,,,"$25,000 - $34,999",,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q037,39,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,OK,Oklahoma,Percent of adults aged 18 years and older who have an overweight classification,28.1,24.2,32.3,670,,,,"$25,000 - $34,999",,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q037,40,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,OR,Oregon,Percent of adults aged 18 years and older who have an overweight classification,35.9,30.1,42.1,511,,,,"$25,000 - $34,999",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,41,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,PA,Pennsylvania,Percent of adults aged 18 years and older who have an overweight classification,33.3,27.1,40.2,404,,,,"$25,000 - $34,999",,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q037,42,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,RI,Rhode Island,Percent of adults aged 18 years and older who have an overweight classification,34.1,28.2,40.6,408,,,,"$25,000 - $34,999",,"(41.70828019300046, -71.52247031399963)",OWS,OWS1,Q037,44,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,SC,South Carolina,Percent of adults aged 18 years and older who have an overweight classification,31.1,27,35.6,929,,,,"$25,000 - $34,999",,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q037,45,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,SD,South Dakota,Percent of adults aged 18 years and older who have an overweight classification,34.5,24.9,45.5,742,,,,"$25,000 - $34,999",,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q037,46,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,TN,Tennessee,Percent of adults aged 18 years and older who have an overweight classification,29.2,24.4,34.5,514,,,,"$25,000 - $34,999",,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q037,47,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,TX,Texas,Percent of adults aged 18 years and older who have an overweight classification,32.9,28.3,37.8,1247,,,,"$25,000 - $34,999",,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q037,48,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,UT,Utah,Percent of adults aged 18 years and older who have an overweight classification,34.7,30.4,39.4,798,,,,"$25,000 - $34,999",,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q037,49,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,VT,Vermont,Percent of adults aged 18 years and older who have an overweight classification,31,25.9,36.5,588,,,,"$25,000 - $34,999",,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q037,50,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,26.3,22.4,30.7,846,,,,"$25,000 - $34,999",,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q037,51,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,33.9,31.1,36.8,1883,,,,"$25,000 - $34,999",,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q037,53,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,WV,West Virginia,Percent of adults aged 18 years and older who have an overweight classification,36.6,31.9,41.5,602,,,,"$25,000 - $34,999",,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q037,54,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,WI,Wisconsin,Percent of adults aged 18 years and older who have an overweight classification,29.4,25.9,33.2,1048,,,,"$25,000 - $34,999",,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q037,55,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,WY,Wyoming,Percent of adults aged 18 years and older who have an overweight classification,32.3,26.9,38.1,406,,,,"$25,000 - $34,999",,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q037,56,Income,"$25,000 - $34,999",INC,INC2535
2022,2022,AL,Alabama,Percent of adults aged 18 years and older who have an overweight classification,34.7,29.1,40.7,448,,,,"$35,000 - $49,999",,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q037,1,Income,"$35,000 - $49,999",INC,INC3550
2022,2022,AK,Alaska,Percent of adults aged 18 years and older who have an overweight classification,37,31.6,42.8,539,,,,"$35,000 - $49,999",,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q037,2,Income,"$35,000 - $49,999",INC,INC3550
2022,2022,AZ,Arizona,Percent of adults aged 18 years and older who have an overweight classification,33.9,29.3,38.8,1168,,,,"$35,000 - $49,999",,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q037,4,Income,"$35,000 - $49,999",INC,INC3550
2022,2022,AR,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,31.1,26.3,36.4,589,,,,"$35,000 - $49,999",,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,5,Income,"$35,000 - $49,999",INC,INC3550
2022,2022,CA,California,Percent of adults aged 18 years and older who have an overweight classification,32.5,28.2,37.2,862,,,,"$35,000 - $49,999",,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q037,6,Income,"$35,000 - $49,999",INC,INC3550
